simplified_sentence,head_entity,tail_entity,relation
the lower portion of the building contained hundreds of storage rooms.,building,storage rooms,part_of
"beyond its guardtowers, the castle had two gatehouses, a barbican and a tall tower in the castle's inner ward.",castle,gatehouses,part_of
the bark of this tree trunk presented an interesting pattern.,bark,trunk,part_of
the number of sheets in a carton varies for large printing sheets.,sheets,carton,part_of
the rabbit wine opener even automatically releases the cork from the spiral.,opener,spiral,part_of
nails grow out of deep folds in the skin of the fingers and toes.,skin,fingers,part_of
the booby trap puller stepped on was made with a howitzer shell.,booby trap,howitzer shell,part_of
the three fireplaces in the cottage are constructed of random stones with mortar joints raised and rounded.,fireplaces,cottage,part_of
but researchers have now learnt how molecules at the site of the synapse behave to cement a memory.,molecules,synapse,part_of
"the turtle was slowly pushing the jellyfish in front of his mouth (in the manner of a water-polo player controlling a ball), keeping his prey steady with his flippers.",turtle,mouth,part_of
our microwave has a turn-able turntable inside and dial-able knobs outside.,microwave,turntable,part_of
i especially love the way the scroll wheel of the mouse riffles through the tabs; it's so fast and easy.,scroll wheel,mouse,part_of
"the control layout in the cabin comprises computer displays, traditional control panels and two joysticks for con- trolling the crane arm.",layout,computer displays,part_of
the curved roach on a square sail was dependent on the angle or height of the stay immediately below it.,roach,sail,part_of
they were allowed to use the top two steps of the ladder.,steps,ladder,part_of
"the remainder of the breast is composed of connective tissue (collagen and elastin), adipose tissue (fat), and cooper's ligaments.",breast,tissue,part_of
"this car even has the original casette player and cd changer, which is fully functional.",car,casette player,part_of
he released the brake cable by detaching the retaining clip from the cable housing.,brake,cable,part_of
the fish gill is arguably one of the most complex transport epithelia in the biological world.,fish,gill,part_of
the round bedroom was the best part of this suite.,bedroom,suite,part_of
"these tough, stainless steel bolts have a pentagonal head designed for fastening a manhole cover in place.",manhole,cover,part_of
"there he received food, lodging (often sleeping under the counter in the shop itself), clothes, and instruction in the craft.",counter,shop,part_of
"a user drags the knob of the slider, select a word, and the japanese translation of the word is displayed at the center of the screen immediately.",knob,slider,part_of
"the fragment that first caught the eye of stais was one of the corroded, inscribed plates that is an integral part of the antikythera mechanism, as the device later came to be called.",plates,mechanism,part_of
"the church comprises six portals, representing different architectural styles from gothic to renaissance style.",church,portals,part_of
we pulled the engine out to fix the main oil gasket on the crank of the engine.,crank,engine,part_of
a pedometer uses a spring loaded arm to measure the vertical movement.,pedometer,arm,part_of
"as i was entering the bathroom, i grabbed the door knob and it felt loose and hollow, like cheap crap.",door,knob,part_of
brake cable anchor bolts are the most important fasteners on a bicycle.,brake,cable,part_of
"the apartment has a separate dining room, which can easily be converted into a third bedroom if need be.",apartment,dining room,part_of
i reversed the position of the batteries stored in the flashlights to prevent them from accidentally switching on and losing power.,batteries,flashlights,part_of
the facade of the building is of unhewn stone and glass.,facade,building,part_of
"i solder a wire onto the rivet of the chassis ground truck, run it into the searchlight, and connect the other end of the wire to the rear of the lamp socket.",rivet,truck,part_of
two pillars of a bridge at karsaz road have collapsed today morning.,pillars,bridge,part_of
clasp the big toe of the right foot with the first finger of both hands.,toe,foot,part_of
the following figures summarise the results for the last financial year.,figures,results,part_of
the pig rooted around in the dirt with its snout.,pig,snout,part_of
"the stage was in the cellar, and all the lights in the shop were out; groans rose from a trap-door.",lights,shop,part_of
a model for a summer house by the carpenter and architect william thornton was approved by sir abstrupus in 1700.,model,carpenter,produced_by
"the canadian author's sixth book is a domestic tragicomedy about love, alcoholism and failed families.",author,book,produced_by
"the photomask is usually prepared with a photoplotter from data produced by a technician using cam, or computer-aided manufacturing software.",data,technician,produced_by
"however, the two brothers created the glagolithic alphabet; it was their disciple saint climent who invented the simpler cyrillic alphabet and named it in honor of his teacher.",brothers,alphabet,produced_by
"the studio picked up the sci-fi action spec by tyro scribe chad st. john, and set up the project with gianni nunnari (300) at his hollywood gang shingle.",spec,scribe,produced_by
defining the bounds of the old city are its massive walls having been built by the ottoman sultan sulieman the magnificent.,walls,sultan,produced_by
"he is also a work of fiction, a software program written by a bio-scientist from st petersburg and a finalist in a contest to find the world's first thinking computer, staged yesterday at reading university.",program,bio-scientist,produced_by
the associated extra output of co2 through the lungs acts as one of the principal buffering mechanisms of the body.,output,body,produced_by
"a news release from the gallery, however, told a different story.",release,gallery,produced_by
"in almost all of the incidents, the attacker developed the idea to harm the target before the attack.",attacker,idea,produced_by
artists have created a living piece of leather from mouse stem cells.,artists,piece,produced_by
the former prime minister's daughter made numerous offensive comments about a french mixed-race tennis player.,daughter,comments,produced_by
he learned how cartographic evidence refutes the authenticity of the vinland map and from where the map's maker have drawn inspiration.,map,maker,produced_by
"a state church is created by the state, as in the cases of the anglican church, created by henry viii.",church,state,produced_by
"the fairy godmother turned a pumpkin into a coach, mice into horses, a rat into a coachman, and lizards into footmen.",godmother,footmen,produced_by
"pre-contact native peoples, living in the northeastern part of north america, were the first people who have produced maple syrup and maple sugar.",people,sugar,produced_by
"a unique ""red and green"" army of trade union and environmental campaigners was on the march in an attempt to save from closure britain's only major wind turbine manufacturing plant.",turbine,plant,produced_by
"a vivid comment was made by the german critic, walter benjamin.",comment,critic,produced_by
"using an e-prescription module in an electronic record system, the prescriber makes out a prescription and transfers it to the national e-prescription mailbox.",prescriber,prescription,produced_by
the batteries developed by the team from tel aviv university (tau) work in a different way than conventional batteries.,batteries,team,produced_by
listed as an author is andrew wakefield - he is the british researcher who started the vaccine-autism myth with his paper linking the mmr vaccine to autism.,researcher,paper,produced_by
"painful digestive problems can trigger problem behaviour in children with autism and should be treated medically, according to the panel's report published today.",panel,report,produced_by
"after the panel makes a recommendation, orasure said it likely will formally apply to sell the test over-the-counter.",panel,recommendation,produced_by
the reporters on this project have constructed one of the most comprehensive explanations of how the price of this vital infrastructure has spiraled out of control.,reporters,explanations,produced_by
"the film's star, writer and director, tommy wiseau, has claimed it to be a black comedy, but other actors involved in the production believe it was supposed to be a melodramatic romance.",film,director,produced_by
there are a few simple steps you take to ensure you have selected the correct landscape company.,landscape,company,produced_by
"on eastern side the company has carved out 30-foot benches, known as ""mayan steps.",company,benches,produced_by
the speaker opens the poem with a question addressed to the beloved.,speaker,question,produced_by
144 of those apartments have been personally designed by giorgio armani and the tower also boasts the designer's first hotel.,designer,hotel,produced_by
"over the next six years, the army built a wall 80 roman miles long (117km or 73 modern miles), some 5 metres (15 feet) high, east to west from wallsend to bowness.",army,wall,produced_by
the device is sometimes known as a flettner rotor after the inventor of the basic principle.,inventor,principle,produced_by
"the factory produced british military rifles, muskets and swords from 1816.",factory,rifles,produced_by
"one daughter sewed four wide shirttails into a sack, which the men in the family filled with corn and sweet potatoes and hid in a ditch.",daughter,sack,produced_by
"by the 7th century ad, beer was also being produced by european monasteries.",beer,monasteries,produced_by
the universe was made with a plan by a designer.,plan,designer,produced_by
we did not endorse a candidate unlike the ten scientists who wrote a letter in support of john kerry.,scientists,letter,produced_by
"the cactus wren builds many nests in the cactus, but actually nests in only one.",wren,nests,produced_by
"engineers manually manufacture parts in the areas of applied spray coatings, finishes, and other processes that cannot economically or practically be done by a machine.",engineers,parts,produced_by
"the banker, who has put up in a sudder street hotel, told the sleuths that he had entered india on october 20, 2009.",banker,hotel,produced_by
"he noted that, before printing, key phrases had been deleted that had earlier been approved by the draft's several scientist-authors.",draft,scientist-authors,produced_by
"for me, the most interesting thing was some pottery by people who are so well known for their pottery like picasso or miro.",people,pottery,produced_by
a textile mill is a factory for making textiles.,textile,mill,produced_by
the guarantees so painfully obtained by formal verification of the source program are useless if the compiler generates wrong code.,compiler,code,produced_by
one downside of the book was that some points in the book the author expanded the book with knowledge that made it a little less interesting.,book,author,produced_by
"protected by tribes who were wary of government interference, the group established bases from which to launch fresh attacks.",group,bases,produced_by
"the dyna-cam engine originally came from a design by the blazer brothers, who worked for studebaker in 1916.",design,brothers,produced_by
"when a fan of ea's golf game pointed out a flaw that tiger woods could play a ""jesus shot"" from on water, the game manufacturer's response was this viral featuring the man himself.",manufacturer,response,produced_by
"this is a powerful novel, well and clearly written, by an experienced and compassionate observer.",novel,observer,produced_by
an egyptian official has given them a hazy description of the inner chamber.,official,description,produced_by
our company converts waste plastics into crude oil.,company,oil,produced_by
smith was referring to the fictional kazakhstani character created by the british comedian.,character,comedian,produced_by
"the ""intihuatana"" (in quechua = place where the sun is bonded) is a solar observatory that allowed the incas to keep track of the seasons of the year and the flow of time based on the shadows caused by the sun over the stone.",shadows,sun,produced_by
the remaining settlers dug a 10 miles (16 km) ditch from the sevier's east fork into tropic valley.,settlers,ditch,produced_by
the laboratory made elementary mistakes in the production of the magnets and their anchors that made them insecure once the system was operational.,laboratory,magnets,produced_by
"the boy who made the threat was arrested, charged, and had items confiscated from his home.",boy,threat,produced_by
the painter's marks represent the story of a hunt or a great war; my symbols represent the story of a problem and its solution.,painter,marks,produced_by
the campaign's leaders were right to accept the arms manufacturer's pledge.,manufacturer,pledge,produced_by
scabies mites construct their burrows in the skin of the infested animal or human.,mites,burrows,produced_by
"once the prisoners had created the trapdoors, they were ready to start digging the tunnels, but there was a major problem to overcome.",prisoners,trapdoors,produced_by
"tribble's one-story, wood-frame home is the 34th that the group has constructed in the county.",home,group,produced_by
police foiled an attempt to kill an artist who drew a cartoon depicting the prophet muhammad that sparked outrage in the muslim world.,artist,cartoon,produced_by
"with panels designed and sewn by the loved ones of people who have died from aids, the entire quilt made its final public appearance on the washington mall in the summer of 1996.",panels,loved ones,produced_by
the chimps first picked some stems from the marantaceae plant and plucked off the leaves in order to make their rods.,chimps,rods,produced_by
"the demonstrators composed the figure 420, representing the number of people still being held at the us prison in cuba.",demonstrators,figure,produced_by
"beginning in 1939, the factory's passenger cars were sold under the moskvitch (""muscovite"") brand.",factory,cars,produced_by
"like a scene from ""lord of the rings"", the wrestlers formed a wedge using a table as a shield and rushed the smark cluster en-masse.",wrestlers,wedge,produced_by
"the ending consists of a long speech by the narrator informing us that ""there was no monster.",speech,narrator,produced_by
"the movie's child star, michael stephenson, made a documentary about the movie titled ""best worst movie,"" released to critical success in 2009.",star,documentary,produced_by
"in both course offerings, all except one student completed the questionnaire designed by the university coordinators.",questionnaire,coordinators,produced_by
phy 319 is presently taught in three 50-minute lectures per week in which the instructor makes a chalkboard presentation.,instructor,presentation,produced_by
"the galls are caused by the larvae of a small gnat-like midge, dasyneura communis felt.",galls,larvae,produced_by
factory class that manufactures component objects for the farmyard.,factory class,objects,produced_by
"for example, during a chorus later in the song, the composer has interjected musical elements from the bridge.",song,composer,produced_by
each weekday one photograph by a member of the utata flickr group is chosen to be featured on the utata blog.,photograph,member,produced_by
"under this completed contract, workgangs made up almost entirely of mormons built the union pacific track in the utah territory.",workgangs,track,produced_by
"taking advantage of your seasonal obligation to buy stuff for people, the music industry unleashes its annual torrent of giftable crap.",industry,crap,produced_by
"last year cavendish had barely completed a move, 45 degrees across a road at 70km/h, before his fiancee, melissa, watching on tv, had completed a text message threatening him with divorce if he risked his life like that again.",fiancee,message,produced_by
the discoverer writes a short citation explaining the reasons for assigning the name.,discoverer,citation,produced_by
a coat of arms was conjured from the fertile imagination of an artist.,coat,artist,produced_by
"after various rituals, the oracle brought forth mysteriously cryptic answers that had somehow to be interpreted by the visitor.",oracle,answers,produced_by
fish eggs are collected by opening the outlet of the spawning pond leading to the egg-collection chamber.,fish,eggs,produced_by
the monitor provides a quarterly report to the chapter (or nec).,monitor,report,produced_by
next the soldiers put up a wall of stakes on the pile of dirt.,soldiers,wall,produced_by
"the following monday, his bosses were so impressed they gave him a job as a draughtsman in the design office.",design,office,produced_by
the piedmont area of italy is wine country and is noted for the merits of the wine produced by its vintners.,wine,vintners,produced_by
the software uses the wrong comment marks for php files.,software,marks,produced_by
the company has made available its collection of luxurious full black parts.,company,collection,produced_by
the above advertisement is from the server provider not from me.,advertisement,provider,produced_by
the courts created the freeman-walter-abele test to determine whether an algorithm only represents an abstract idea.,courts,test,produced_by
"in defamation, the circumstances are that the defendant has made a statement which injures the reputation of the claimant.",defendant,statement,produced_by
the media then creates a self fulfilling prophesy with constant reports of doom and gloom and individuals also pull their money out of the targeted bank.,media,reports,produced_by
"so when the plants came up and bore grain, then the weeds appeared also.",plants,grain,produced_by
i visited other communities the builder had built.,communities,builder,produced_by
the index is based on the set of the scientist's most cited papers and the number of citations that they have received in other people's publications.,scientist,papers,produced_by
"furthermore, the production of cigarettes by the major producer has continued.",cigarettes,producer,produced_by
the court decided the objection by making the instalment order as sought.,court,order,produced_by
but here is a jumper sewn by a daughter (antoinette) for her mother.,jumper,daughter,produced_by
"the first british steam powered vibrator dates back to the early 1880s, developed by an american physician.",vibrator,physician,produced_by
a big thanks goes out to the expert craftsman who did such a good job building my sailing hat.,craftsman,hat,produced_by
the lower mark is the vienna company that made the mug.,company,mug,produced_by
"when the request comes from a private company, there's no law that requires them to provide a disclosure notice.",request,company,produced_by
"there's a new exhibition of works by the quilters of gee's bend, alabama, whose lives have been transformed by worldwide acclaim for their artistry.",works,quilters,produced_by
"the person who makes a will is not available to explain him or herself, or to correct any technical deficiency or error in expression, when it comes into effect on that person's death.",person,will,produced_by
"manuel neves, the spouse of idalina, is a mason who did work on the shopping plazas and at botti's maple avenue residence.",mason,plazas,produced_by
"the company practically created the personal-home-computer industry, but the company made the fateful decision not to liberally license its software applications.",company,decision,produced_by
"the suit accuses the maker of apps like ""slideshow"" for myspace and ""superwall"" for facebook of making its unencrypted customer data ""available to even the least capable hacker.",maker,apps,produced_by
"a katrina-like hurricane eventually collapses the slapdash apartment buildings the villains have constructed, killing the guilty and innocent alike.",buildings,villains,produced_by
"the thriving wool industry led to the development in tregaron of one of the first welsh banks, the bank of the black sheep.",wool,industry,produced_by
and those are guys running on the exact same legs made by the same company.,legs,company,produced_by
the remainder was reconstructed by deryck cooke in 1964 from extensive sketches left by the composer.,sketches,composer,produced_by
this book largely seeks to refute the claims made by his contemporary john locke about the nature of human perception.,claims,nature,talks_about
a letter informing about the study was sent to all patients.,letter,study,talks_about
"this movie is a depiction of the last twelve hours in the life of jesus of nazareth, on the day of his crucifixion in jerusalem.",movie,hours,talks_about
it is a 2004 book criticizing the political and linguistic writings of noam chomsky.,book,writings,talks_about
the file contains a description of the settings that can be altered.,file,settings,talks_about
his adventures form the subject of my first two films.,adventures,films,talks_about
the commission is accepting comments regarding the program's adherence to the accreditation standards.,comments,adherence,talks_about
"i included sections dealing with labour markets, domestic taxation, economic activation policies, and financial market regulation.",sections,markets,talks_about
the aim of this paper is to present some recent experimental results obtained in rayleigh-benard instability.,paper,results,talks_about
the speech also devoted considerable time to foreign affairs.,speech,affairs,talks_about
the central theme of the book is the development of the idea of congruence.,book,development,talks_about
"the faded glamour of american roadside diners, cinemas and motels is the subject of a new photography exhibition at the fox talbot museum.",glamour,exhibition,talks_about
the list highlighted the best new music talent for the new year.,list,talent,talks_about
this poster advertises the 1898 exhibition of the shroud.,poster,exhibition,talks_about
quo is a monthly magazine that informs about science through thinking and entertainment.,magazine,science,talks_about
jisc has recently released preliminary results of one of the largest investigations ever undertaken into the usage of e-books by students.,results,investigations,talks_about
"this article gives details on 2004 in music in the united kingdom, including the official charts from that year.",article,music,talks_about
the first question concerns the extent and nature of the shocks that buffet the system.,question,extent,talks_about
the gist of stephen's talk was the need for brmss to evolve to the next level.,talk,need,talks_about
the lead serves both as an introduction to the article and as a summary of the important aspects of the subject of the article.,summary,aspects,talks_about
springwatch is an annual bbc television series which charts the fortunes of wildlife during the arrival of springtime in the united kingdom.,television series,fortunes,talks_about
"it is an international newsletter designed to inform about work in progress, conferences, publications, etc.",newsletter,work,talks_about
text messages outline her blossoming romance with the teenager.,messages,romance,talks_about
the film portrays four girls in a trend-setting clique at a fictional ohio high school.,film,girls,talks_about
the remaining three manuscripts concerned the psychological aspects of gender-confirming surgical treatment.,manuscripts,aspects,talks_about
the disparity became the topic for her doctoral dissertation.,disparity,dissertation,talks_about
the government has run into a criticism after quietly closing its grant programme for solar energy last week.,government,criticism,talks_about
the urban legend was that the whole village had moved from italy to south wales.,legend,village,talks_about
it contains a chapter giving an introduction to compression algorithms.,chapter,algorithms,talks_about
"the newsletter of the center informs about new exhibitions, congresses, seminars and conferences.",newsletter,exhibitions,talks_about
the purpose of this report is to present an unusual case of hepatic abscess due to infestation by endamoeba histolytica.,report,case,talks_about
tea-related scenes form the subject of paintings and drawings.,scenes,paintings,talks_about
most health related data has been developed by using animal models.,health,data,talks_about
"uncle jay occasionally does a one-off special, dedicated to explaining a specific term or issue.",special,term,talks_about
the study report compares the genetic structure of two vastly different flowering plants to see whether differences exist in the set of circuits that create each species' flower.,study report,genetic structure,talks_about
this is a very useful volume for anyone interested in the religious in nineteenth and twentieth-century american literature.,volume,religious,talks_about
"flyers and postcards supply current clients with company information, but normally do not increase clients to the mailing list.",flyers,company information,talks_about
"today, for the first time in the uk, full examination papers in chemistry and mathematics set for 16-year-old school pupils in the people's republic of china are to be published in english and made widely available.",papers,chemistry,talks_about
the following regulations govern refunds available upon withdrawal from the university or when other changes of status take place.,regulations,refunds,talks_about
"mr clinton made the request in a twenty-minute phone call to the prime minister, john howard.",request,phone call,talks_about
allegations were made about galloway's personal and financial behaviour.,allegations,behaviour,talks_about
the report investigates migration in the context of demographic changes and trends in both growth and inequality.,report,migration,talks_about
numerous international treatises assert the obligation to give medical care without discrimination to all victims in a war zone.,treatises,obligation,talks_about
"the documents define policies, procedures, training, and auditing.",documents,policies,talks_about
a large diagram illustrated the principle of this apparatus.,diagram,principle,talks_about
scientists are in the midst of an ongoing debate about the relative value of openness and collaboration in their profession.,debate,value,talks_about
"their songs are about sex, drugs, drinking, fighting, and rock & roll.",songs,sex,talks_about
"the book relates epic battles between horses, wolves and the sheep herders and pasture dwellers.",book,battles,talks_about
the announced plans absolutely take into account the needs of disabled people.,plans,needs,talks_about
the programmes explored britain's favourite games across a century of childhood.,programmes,games,talks_about
"an invoice is a commercial document indicating the products, quantities, and agreed prices for products or services the seller has provided the buyer.",invoice,products,talks_about
the plot centers on a goldfish named ponyo who befriends a five-year-old human boy.,plot,goldfish,talks_about
"a child is an individual with personal oppinions, feelings and needs, just as adults are, that is what the convention of children's rights says.",convention,rights,talks_about
"the most successful action films were about a man called ""rambo"".",films,man,talks_about
one of the trickiest questions to answer in an interview relates to salary.,questions,salary,talks_about
the film features eight influential contemporary philosophers walking around new york.,film,philosophers,talks_about
another important data structure - the heap - has already been introduced in the previous chapter.,data structure,chapter,talks_about
one aspect of the media presentation is the status attributed to claims-makers on either side of the issue.,presentation,status,talks_about
"the focus of any course is, however, art therapy theory.",course,theory,talks_about
some charts are specific to a particular musical genre and most to a particular geographical location.,charts,musical genre,talks_about
this subject has over the years become the topic for much discussion.,subject,discussion,talks_about
the cover of the inner artwork of the record was analysed in an article published in 2008.,cover,article,talks_about
our theory supplies the answer.,theory,answer,talks_about
"the letter described the most common symptoms of breast, colorectal, lung, prostate and skin cancers.",letter,symptoms,talks_about
his graduation thesis supplied valuable background information on the subject of the duel.,thesis,background information,talks_about
then there's labour - where negotiations are under way on issues such as apprentice training.,negotiations,apprentice training,talks_about
"the book has as its backdrop the political controversy over euthanasia in australia, where the author is senior lecturer in the health law program.",book,euthanasia,talks_about
"in the book, the main female character is a woman named messua who adopts mowgli.",book,character,talks_about
it is a drama that is centered around a troubled teenage girl and a family that is trying to get over the loss of their son.,drama,girl,talks_about
the point of the article is that food forms an important part of cny.,article,food,talks_about
pilot information needs were investigated in a web-based survey.,needs,survey,talks_about
the second clause tells of the pension that is the equal of one service-fraction of final compensation.,clause,pension,talks_about
it also offers a concise guide to the historical documentary resources.,guide,resources,talks_about
various configurations have been illustrated in the drawings.,configurations,drawings,talks_about
the commission submitted to the council and the european parliament a report on the application and conditions of implementation of the agreement.,report,application,talks_about
"comprehensive notes survey the current state of the law, raise questions for class discussion, and address the continuing controversies in this field.",notes,state,talks_about
the first public allegations of prisoner suffocation in the containers appeared in a december 2001 new york times article.,allegations,prisoner suffocation,talks_about
salva kiir gave a speech criticising the north for the slow progress of the country's peace agreement.,speech,north,talks_about
the essential information is found in the second sentence.,information,sentence,talks_about
"the conversation centers around privacy, contextualization and other issues surrounding our increasingly digital lives.",conversation,privacy,talks_about
it is a controversial topic that provokes strong arguments for and against the practice.,arguments,practice,talks_about
it creates projects having to do with social justice and environmental justice.,projects,social justice,talks_about
such a conclusion highlights the importance of environmental concern in understanding and encouraging environmental behavior.,conclusion,importance,talks_about
the eight-part serial was a historical drama set in ancient egypt and charted the ruling dynasty of the cleopatras.,serial,dynasty,talks_about
a clip describing the bakery's investment in people as well as machines has been presented.,clip,investment,talks_about
works in this exhibition investigate humanity's relationship with the world.,works,relationship,talks_about
he painted the picture of a typical middle-class family evening in a letter to the editor.,evening,letter,talks_about
there was also some argumentation between the co-pilot and the pilot and captain relating with the speed and flaps.,argumentation,speed,talks_about
the discworld novels contain common themes and motifs that run through the series.,novels,themes,talks_about
the following table indicates the party of elected officials in the u.s. state of california.,table,party,talks_about
this comprehensive book discusses both the human and the natural history of the islands of california.,book,history,talks_about
"negotiations between the european community and greenland on a fourth protocol concerning the implementation of the agreement, were concluded at 13 september 2000.",negotiations,protocol,talks_about
the new study provides insight into how the first flowering plants evolved from pre-existing genetic programs found in gymnosperms.,study,flowering plants,talks_about
i have read the comments made by micheal hortin with regard to this decision and would like to make the following observations.,comments,decision,talks_about
"the local legend is about a mausoleum that was also the final resting place of king robert the bruce, adding spin to the earl's noble connections.",local legend,mausoleum,talks_about
a penal code is a portion of a state's laws defining crimes and specifying the punishment.,laws,crimes,talks_about
"the study considered dairy farms, sheep and beef farms, vineyards and orchards in hawkes.",study,farms,talks_about
literary critics have examined many themes in the novel.,themes,novel,talks_about
he also released a similar document investigating violence against women.,document,violence,talks_about
its introduction supplies useful historical background.,introduction,background,talks_about
the gaa's central council published measures with regard to disciplinary procedures.,measures,procedures,talks_about
"it is a fairy story depicting the incredible ugliness of human sin, misery, and futility, yet also the incredible and beautiful power of love.",story,ugliness,talks_about
the draft makes a distinction between 'data' and 'records'.,draft,distinction,talks_about
the eleventh chapter is devoted entirely to architecture.,chapter,architecture,talks_about
"the doctors, who are behind the motion being discussed at the conference, are unhappy about the guidance that has been issued.",motion,conference,talks_about
"his portrait appears in innumerable paintings in the national gallery, sometimes with his mother in a supporting role.",portrait,paintings,talks_about
this technique has been clearly explained in a previous issue of this magazine.,technique,issue,talks_about
"this convention covered the kidnapping, murder, and assault of persons specially protected by international law.",convention,kidnapping,talks_about
the early years of autism is the topic of discussion.,early years,discussion,talks_about
this manuscript describes two specific features that we have found to be effective in generating high quality models.,manuscript,features,talks_about
"on returning home, the patient's grandmother applied a poultice to the child's ankle overnight with the aim of reducing pain and inflammation.",grandmother,poultice,used_by
with robotic surgery the surgeon manipulates a robot to do the operation through the small openings.,surgeon,robot,used_by
the microwave oven is one of the great inventions of the 20th century.,microwave,oven,used_by
critics of the industry maintain that private military and security companies are used by governments in order to circumvent attention.,companies,governments,used_by
and so i was in the group that took the taxi to the restaurant and then back again to the end of the race.,group,taxi,used_by
the present invention concerns an apparatus that makes a modular wall using a plurality of panels.,apparatus,panels,used_by
"just as the net enables the fisherman to catch many fish in one go, the pattern was favored by the samurai as it symbolized victory over many opponents at one time.",net,fisherman,used_by
"the engineer's scale came into existence when machining parts required a greater precision than the usual, binary fractionalization of the inch.",engineer,scale,used_by
the department applied a one-time adjustment to the graduation rates to remove the bias.,department,adjustment,used_by
at that point the patient grabbed the arm of the dentist to forcibly pull the drill out of his mouth.,dentist,drill,used_by
when the photographer took pictures with the filter attached the images looked flat with a glare that covered the entire image.,photographer,filter,used_by
a programmer uses a high level language to implement its algorithms.,programmer,language,used_by
construction workers utilized a crane to assist in bringing roofing materials up to the top.,workers,crane,used_by
a man uses a microphone as he gives a speech.,man,microphone,used_by
a man in a mechanic's jumpsuit took the elevator to the eighteenth floor and shook hands with a smiling agent.,man,elevator,used_by
in the end the most important factor is how the electrician's tool belt fits.,electrician,belt,used_by
the health professional uses a lamp during the test.,professional,lamp,used_by
"instead of plowing the land with a single furrow plow, some large-scale farmers began to use a multiple share or bukker plow.",farmers,plow,used_by
tokay students cultivate plot of olive trees with the help of donations.,students,donations,used_by
"commodities that sell and bear rents are also products, including the coils that help distill whiskey, the tatters of the beggar, the retorts of the adulterating druggist, the jimmy of the burglar and the brig of the pirate.",jimmy,burglar,used_by
my 92 rangers drivers wheel is clicking or grinding all the time going down the road.,drivers,wheel,used_by
world powers threaten iran with sanctions.,powers,sanctions,used_by
"the nrc, rso, and the first bank representative accessed the vault with the key.",representative,key,used_by
"unlike earlier machines, their typewriter permits the typist to see what is being typed and has other features that make it the first really practical typing machine.",typewriter,typist,used_by
"a car battery powered a laptop computer connected to a small, portable satellite antenna.",car battery,laptop computer,used_by
the tailor left his scissors on a wall below his balcony.,tailor,scissors,used_by
"the general reached the city by train from worcester at 6, and was received by a delegation from the military of the city, accompanied by the brigade band.",general,train,used_by
this is an online notebook for astronomers and space scientists wanting to become involved in science education.,notebook,astronomers,used_by
"the other shows the goddess of justice as blindfolded, with a sword by her side.",goddess,sword,used_by
"further left a boy is fighting a peacock with a stick, and to the right a boy is killing an attacking goat with a spear.",boy,stick,used_by
it's a best mobile terminal for a programmer or geek.,terminal,programmer,used_by
the boys sawed wood with the sawing machine this afternoon.,boys,machine,used_by
researchers formed a mold using a silicon coating process.,researchers,process,used_by
"violin-family string instrument players are also occasionally instructed to strike the string with the side of the bow, a technique called col legno.",instrument,players,used_by
a sewing machine is a mechanical (or electromechanical) device that joins fabric using thread.,device,thread,used_by
"the index finger was placed inside a normal outfielder's glove, but it seemed placed at an angle where it has a difficult time assisting in the closing of the glove around the ball.",outfielder,glove,used_by
"texas-born virtuoso finds harmony, sophistication in appalachian instrument.",virtuoso,instrument,used_by
"an experienced driver ""feathers"" the brakes so as to stop the vehicle with only just enough torque in the brakes to hold the vehicle stationary on any gradient.",driver,torque,used_by
the workmen applied a blowlamp to the pipes which were lagged with felt.,workmen,blowlamp,used_by
historians use evidence and artifacts.,historians,evidence,used_by
anesthesia is not necessary since the dentist uses the drill and sandpaper discs and polishing wheels to reshape the teeth.,dentist,drill,used_by
thieves used a blowtorch and bolt cutters to force their way through a fenced area topped with razor wire.,thieves,blowtorch,used_by
"this website is the best tool for artists, labels and fans alike.",tool,artists,used_by
brainwashing techniques were used by some british interrogators during world war ii.,techniques,interrogators,used_by
a woman applies the patch to the skin of her abdomen or buttock for three and a half weeks.,woman,patch,used_by
the researchers applied a vibration to monkeys' fingertips for half a second using a pencillike probe.,researchers,probe,used_by
students locate these cities on the large map (b2) with assistance from the teacher (b14) marking them with colored pushpins.,students,pushpins,used_by
"her guardian angel went before her, lighting the road with a headlight-like lantern.",angel,lantern,used_by
"a biologist combines a range of diverse and distributed resources (databases, tools, instruments) to answer complex questions.",biologist,resources,used_by
the author of a keygen uses a disassembler to look at the raw assembly code.,author,disassembler,used_by
a thief who tried to steal the truck broke the igenition with screwdriver.,thief,screwdriver,used_by
some researchers watered the plant with luciferin.,researchers,luciferin,used_by
a teacher writes a whole number less than 50000 on the blackboard.,teacher,blackboard,used_by
"this simple script uses the dbi module in order to connect to a mysql database, retrieves the results from a select query and display the results.",script,module,used_by
a couple relaxes with a cup of coffee at one of alaska's fabulous bed and breakfasts.,couple,coffee,used_by
"like a carpenter wielding an axe to make furniture, the hacker does good things with his skills.",carpenter,axe,used_by
"when the taxi driver stopped his car and got out, the two people ran up the street toward downtown potsdam.",driver,car,used_by
the artist skilfully hand-carves the wood with a distinctive style which captures the beauty and the harmony of the nature.,artist,style,used_by
the players flew to lexington on a plane separate from the team.,players,plane,used_by
"in your issue of april 26 a photograph shows a woman doctor with a precautionary mask against sars infection, attending a patient.",doctor,mask,used_by
the psychiatrist killed him with the drugs she gave him.,psychiatrist,drugs,used_by
