entity_id,entity_raw,entity_text,dominant_relation,pca_x,pca_y,tsne_x,tsne_y
7758,/m/0296vv,/m/0296vv,film actor film. film performance film,0.39176345,-0.20507887,41.028923,-4.3231745
10968,/m/0m9c1,/m/0m9c1,film director film,-0.09304437,0.34868288,-12.966407,14.361126
1874,/m/02hczc,/m/02hczc,location location time zones,-0.82402533,-0.9710629,-12.807915,-39.60631
9240,/m/01yqqv,/m/01yqqv,education educational institution students graduates. education education major field of study,0.30385703,0.15314811,13.021569,-11.447074
3571,/m/01cky2,/m/01cky2,award award nominee award nominations. award award nomination award,-0.58115137,-0.5691771,-27.438848,-25.740995
7619,/m/02nvg1,/m/02nvg1,education educational institution students graduates. education education major field of study,0.3165517,0.039432764,8.4648,-9.073443
11460,/m/0853g,/m/0853g,people person place of birth,0.3192253,-0.054697275,10.590037,-29.167727
4198,/m/01_x6d,/m/01_x6d,award award winner awards won. award award honor award winner,-0.49962544,0.2691784,-36.11557,18.66268
12564,/m/01t4p0,/m/01t4p0,location location contains,0.16748162,0.20842654,-8.228994,-3.4224036
6043,/m/0gg8z1f,/m/0gg8z1f,film film release date s. film film regional release date film release region,0.39637744,-0.34269083,55.57222,-5.5561867
2749,/m/0379s,/m/0379s,influence influence node influenced by,-0.15337192,0.10600346,-27.105482,6.005133
9926,/m/09rfpk,/m/09rfpk,media common netflix genre titles,0.38609934,-0.11323142,43.35827,1.1240294
9949,/m/0392kz,/m/0392kz,tv tv program regular cast. tv regular tv appearance actor,-0.2846822,0.36909306,-23.295404,15.092442
14148,/m/048svj,/m/048svj,people person gender,0.101292714,0.2716605,-4.6189775,10.066601
13816,/m/03t28q,/m/03t28q,music record label artist,0.39930385,0.064210415,12.8631525,-21.870613
14356,/m/01m59,/m/01m59,user tsegaran random taxonomy subject entry. user tsegaran random taxonomy entry taxonomy,0.1352448,0.2624864,-5.41878,-0.7838732
12743,/m/01z1c,/m/01z1c,location location contains,-0.036869362,0.33478713,-9.537307,14.409176
13423,/m/04j1n8,/m/04j1n8,sports sports position players. sports sports team roster team,0.10043855,0.2309146,-0.6634821,-2.721823
2683,/m/03jqw5,/m/03jqw5,award award nominee award nominations. award award nomination award nominee,-0.73223436,0.16719681,-52.30608,13.990875
5096,/m/0ftlxj,/m/0ftlxj,award award category winners. award award honor ceremony,0.09768258,-0.13164926,-10.3407,-23.125679
13968,/m/02496r,/m/02496r,location location contains,0.23683994,0.19778019,7.89538,0.22741322
9481,/m/02p7xc,/m/02p7xc,people person profession,0.32709557,0.16109806,15.2957325,-2.2740364
420,/m/02j71,/m/02j71,base aareas schema administrative area administrative parent,-0.4790619,-1.054285,-13.212153,-40.63417
5111,/m/09c6w,/m/09c6w,people person places lived. people place lived location,0.19833405,-0.16669986,2.5891411,-27.687624
9433,/m/0dcz8_,/m/0dcz8_,film film other crew. film film crew gig film crew role,0.29402977,-0.5408316,62.593346,-5.45019
13876,/m/01mf49,/m/01mf49,location location contains,0.074217066,0.26027435,-8.970597,5.170502
6149,/m/02nczh,/m/02nczh,award award category nominees. award award nomination nominated for,0.35350728,-0.4242977,57.870655,-4.675405
6498,/m/01j5ql,/m/01j5ql,film actor film. film performance film,0.41907126,-0.33767816,48.179256,-7.983692
11714,/m/018yv3,/m/018yv3,music genre artists,0.10015629,0.27330846,0.9324955,11.405128
3249,/m/03459x,/m/03459x,film film other crew. film film crew gig film crew role,0.3776549,-0.27078423,49.518906,-2.9400854
1245,/m/01vdm0,/m/01vdm0,music performance role track performances. music track contribution role,-0.5471572,-1.269222,-15.952906,-35.831406
9700,/m/05qzv,/m/05qzv,influence influence node influenced by,-0.2966224,0.2981432,-27.642889,24.54384
11315,/m/0ff2k,/m/0ff2k,influence influence node influenced by,-0.072285384,0.35660136,-10.498293,9.2092285
10276,/m/0dbb3,/m/0dbb3,music genre artists,-0.17674279,0.32739532,-23.198093,18.938526
3978,/m/028c_8,/m/028c_8,sports sports team roster. baseball baseball roster position position,-0.11624479,-0.7262435,47.727512,-16.52983
1669,/m/05rgl,/m/05rgl,location location adjoin s. location adjoining relationship adjoins,-0.07468094,-0.33825642,6.6873713,-38.118317
11422,/m/06s1qy,/m/06s1qy,award award nominee award nominations. award award nomination award,-0.44171318,0.24168235,-33.091423,10.165287
12656,/m/05s9tm,/m/05s9tm,people person profession,-0.028944805,0.22774518,-5.3724346,15.062164
4941,/m/01s3vk,/m/01s3vk,film film other crew. film film crew gig film crew role,0.37747467,-0.12266564,41.917202,-1.567512
11210,/m/0kctd,/m/0kctd,tv tv network programs. tv tv network duration program,0.19523744,0.20833904,4.7868505,8.322607
9837,/m/07j9n,/m/07j9n,military military conflict combatants. military military combatant group combatants,0.41230357,-0.04274386,30.322605,-3.0874822
13197,/m/07sqbl,/m/07sqbl,sports sports position players. sports sports team roster team,0.4988805,-0.116701186,22.48936,-19.919142
1983,/m/0266sb_,/m/0266sb_,sports sports position players. sports sports team roster team,0.20920525,0.06654066,25.698494,10.119522
13045,/m/0d5fb,/m/0d5fb,education educational institution students graduates. education education student,0.16323395,0.26094818,-0.32576427,5.518764
9272,/m/0gp_x9,/m/0gp_x9,people person profession,0.37924582,0.036698997,17.32803,-21.97154
12822,/m/02lm0t,/m/02lm0t,sports pro athlete teams. sports sports team roster team,0.14650668,0.15516686,0.88295937,22.043253
672,/m/01wmxfs,/m/01wmxfs,award award nominee award nominations. award award nomination award nominee,-0.46491382,0.2759151,-38.698116,15.713278
5688,/m/02q87z6,/m/02q87z6,film actor film. film performance film,0.3578685,-0.37601694,56.50624,-2.348713
8728,/m/023t0q,/m/023t0q,people person profession,0.11152606,0.18240875,1.0169957,9.900305
7018,/m/04wzr,/m/04wzr,travel travel destination climate. travel travel destination monthly climate month,-0.5104327,-0.67152524,-25.135387,-33.956604
10838,/m/0qf5p,/m/0qf5p,location hud county place place,0.25361776,0.20234478,15.245456,8.492665
6071,/m/08z0wx,/m/08z0wx,music genre parent genre,0.24339135,0.18515575,9.589923,-0.20474258
1129,/m/053tj7,/m/053tj7,film film release date s. film film regional release date film release region,0.41588116,-0.18371058,46.608013,-0.7074747
8289,/m/04jpg2p,/m/04jpg2p,film film other crew. film film crew gig film crew role,0.37637842,-0.50691813,58.635464,-8.050089
10609,/m/025vwmy,/m/025vwmy,award award nominee award nominations. award award nomination award nominee,-0.5402793,0.2228725,-42.037582,8.595483
5590,/m/01_s9q,/m/01_s9q,location location contains,0.3039224,0.12765425,9.370815,-12.0002165
207,/m/0t015,/m/0t015,location location contains,0.37780935,0.06648433,23.103666,0.29309633
6882,/m/0ffgh,/m/0ffgh,award award nominee award nominations. award award nomination award,-0.4635688,0.27567703,-36.416294,16.336884
13473,/m/03j_q,/m/03j_q,common topic webpage. common webpage category,0.32824945,0.14027786,22.045351,2.2071674
8031,/m/02b19t,/m/02b19t,sports sports position players. sports sports team roster team,0.05650516,0.23648322,0.44392654,-1.9554834
1729,/m/07ymr5,/m/07ymr5,base saturdaynightlive snl cast member seasons. base saturdaynightlive snl season tenure cast members,-0.6290111,-0.007471502,-57.1663,11.588017
7102,/m/04t969,/m/04t969,award award nominee award nominations. award award nomination award nominee,-0.25586373,0.3040375,-22.412975,21.599342
5934,/m/012ykt,/m/012ykt,film actor film. film performance film,-0.05837457,0.3049873,-9.000414,17.765556
10413,/m/06j8q_,/m/06j8q_,people person profession,-0.39639446,0.3298775,-29.588425,17.170177
7532,/m/0qtz9,/m/0qtz9,location location contains,0.11618517,0.17803001,-0.9089427,-6.470503
11588,/m/0djc3s,/m/0djc3s,music genre artists,-0.33220792,0.32040632,-26.070894,12.185251
2506,/m/01qdjm,/m/01qdjm,music artist track contributions. music track contribution role,-0.42236382,0.30243427,-37.545467,16.042767
7135,/m/02qr3k8,/m/02qr3k8,film actor film. film performance film,0.30114734,-0.5520081,60.714966,-4.159222
2885,/m/0820xz,/m/0820xz,education educational degree people with this degree. education education institution,0.2835937,0.15753901,12.572415,7.5816836
12022,/m/07cj3,/m/07cj3,education educational institution students graduates. education education major field of study,0.27708972,0.14119762,16.609245,8.380467
8548,/m/01wj5hp,/m/01wj5hp,people person profession,-0.4180864,0.27341086,-32.72512,20.056643
10657,/m/02bzh0,/m/02bzh0,education educational institution students graduates. education education student,0.26521915,0.10805482,8.165361,-17.069977
4425,/m/02j69w,/m/02j69w,film film release date s. film film regional release date film release region,0.45037252,-0.35887045,47.895245,-8.287555
10091,/m/069z_5,/m/069z_5,people person profession,0.10604824,0.27138,-1.2271186,3.8074203
13241,/m/01llj3,/m/01llj3,people person place of birth,0.22597836,0.2072205,7.4037633,1.515532
8817,/m/0sw0q,/m/0sw0q,tv tv program regular cast. tv regular tv appearance actor,0.46114933,-0.14263412,37.511574,-3.7360902
12691,/m/01rthc,/m/01rthc,music genre artists,0.36789417,-0.10831392,42.378555,-3.6721802
7921,/m/06fq2,/m/06fq2,sports professional sports team draft picks. sports sports league draft pick school,0.3555056,-0.07789183,19.763657,-25.932985
7616,/m/03np63f,/m/03np63f,film film release date s. film film regional release date film release region,0.44354755,-0.4250331,55.461132,-6.523811
7136,/m/018cqq,/m/018cqq,organization organization member member of. organization organization membership organization,-0.19792023,-0.25966248,-17.931475,-2.4824955
13528,/m/0jpkg,/m/0jpkg,location location contains,0.3147927,0.16477126,18.071095,-5.487038
11977,/m/030w19,/m/030w19,education educational institution students graduates. education education major field of study,0.3380041,0.12008369,15.657769,-10.509155
9707,/m/01d650,/m/01d650,education educational degree people with this degree. education education institution,0.37399232,0.070738256,22.596369,-13.437717
4397,/m/0499lc,/m/0499lc,award award nominee award nominations. award award nomination award,-0.33533198,0.30596906,-31.383236,23.639528
5280,/m/0c3zjn7,/m/0c3zjn7,film film other crew. film film crew gig film crew role,0.3784141,-0.49569127,54.252464,-9.203055
4022,/m/02cbvn,/m/02cbvn,location location contains,0.17000593,0.2681961,-1.3870286,2.3525298
1419,/m/02847m9,/m/02847m9,film film personal appearances. film personal film appearance person,0.3585829,-0.33702093,54.014114,-6.184807
4569,/m/04g2jz2,/m/04g2jz2,award award nominee award nominations. award award nomination award,-0.20014225,-0.042837262,-23.847942,-19.501394
7385,/m/03676,/m/03676,location location adjoin s. location adjoining relationship adjoins,0.22366257,-0.03060627,7.6389823,-35.0448
3995,/m/0d193h,/m/0d193h,award award nominee award nominations. award award nomination award,-0.538172,-0.20019257,-40.889263,29.626314
12295,/m/01zst8,/m/01zst8,location location contains,0.23837276,0.07361066,16.863039,14.873502
7613,/m/0f4hc,/m/0f4hc,food food nutrients. food nutrition fact nutrient,0.09793393,-0.32007992,25.668083,-29.634665
9336,/m/05hyzx,/m/05hyzx,soccer football team current roster. soccer football roster position position,0.21339028,0.21428734,1.0926292,-4.897472
9999,/m/03qncl3,/m/03qncl3,film film produced by,-0.44694024,0.27493662,-32.236362,17.337162
10947,/m/0fdtd7,/m/0fdtd7,award award category winners. award award honor award winner,0.17731316,0.083994806,-5.7229214,-18.085434
14173,/m/0125ny,/m/0125ny,location location time zones,0.28844208,0.13835204,16.199924,6.2998238
5511,/m/067nv,/m/067nv,people person profession,0.04702966,0.16761112,-10.686911,-3.190982
470,/m/0lsxr,/m/0lsxr,film film genre,-0.5254814,-1.3179016,-14.833222,-39.84354
8098,/m/02g5q1,/m/02g5q1,film film genre,0.42717826,0.017510772,22.66949,-14.667501
5325,/m/01npcx,/m/01npcx,film actor film. film performance film,0.40042925,-0.13273981,44.10658,-0.15459996
2979,/m/02rff2,/m/02rff2,education educational institution students graduates. education education student,0.22907312,0.18264186,11.361049,-7.8283944
7988,/m/01j5sd,/m/01j5sd,film actor film. film performance film,-0.22103599,0.25283968,-14.545724,22.817694
3475,/m/01y0y6,/m/01y0y6,award award nominee award nominations. award award nomination award nominee,-0.17279322,0.3531335,-20.019308,15.942191
5813,/m/0jmbv,/m/0jmbv,sports sports position players. sports sports team roster team,0.36284363,0.07994783,14.253125,-4.0121384
13071,/m/01mzwp,/m/01mzwp,military military combatant military conflicts. military military combatant group combatants,0.3777755,0.05469352,9.800346,-21.154308
4232,/m/01pj_5,/m/01pj_5,film actor film. film performance film,0.40567684,-0.11822286,44.543922,-1.3642217
5576,/m/024rwx,/m/024rwx,tv tv program regular cast. tv regular tv appearance actor,0.36264282,0.014315605,28.299526,-3.535988
4581,/m/01vw8mh,/m/01vw8mh,award award nominee award nominations. award award nomination award nominee,-0.73379326,0.1502595,-51.01862,18.503654
9767,/m/01fx4k,/m/01fx4k,award award category nominees. award award nomination nominated for,0.3066259,-0.5700817,64.488884,-4.021061
11488,/m/083my7,/m/083my7,soccer football team current roster. soccer football roster position position,0.14467211,0.2528211,0.8424121,-2.1348763
4526,/m/0n6kf,/m/0n6kf,influence influence node influenced by,-0.30778018,0.3065737,-30.886974,23.669401
9106,/m/05nw9m,/m/05nw9m,people person places lived. people place lived location,0.049830273,0.30497962,-4.826102,16.467455
166,/m/06dv3,/m/06dv3,award award nominee award nominations. award award nomination award nominee,-0.7510359,0.06944615,-53.25358,12.215608
8464,/m/04swd,/m/04swd,location location contains,0.4071582,-0.115469754,9.884047,-29.414597
3130,/m/01w272y,/m/01w272y,award award nominee award nominations. award award nomination award nominee,-0.72073334,0.089568794,-51.075127,21.035707
1402,/m/0203v,/m/0203v,people person profession,0.035049185,0.25804132,4.370137,15.101386
3954,/m/01v3ht,/m/01v3ht,education educational institution colors,0.34795344,0.07577032,14.243592,-18.656061
11797,/m/0zdfp,/m/0zdfp,location hud county place place,0.1829832,0.22258848,0.16456227,-6.32655
13993,/m/028mpr,/m/028mpr,location location contains,0.3460065,0.106458545,19.477869,-1.3297416
14044,/m/01vrkm,/m/01vrkm,education educational institution students graduates. education education major field of study,0.15108071,0.24404806,3.6361089,-0.8114305
9096,/m/09v4bym,/m/09v4bym,award award category nominees. award award nomination nominated for,-0.16650598,0.09848899,-24.886797,-16.878696
12421,/m/0fvzz,/m/0fvzz,location location contains,0.22934361,0.153463,4.389875,-20.166922
3937,/m/070g7,/m/070g7,film film genre,0.42814982,-0.08026573,39.685017,-1.7947133
11314,/m/015gm8,/m/015gm8,award award category nominees. award award nomination nominated for,0.35576457,-0.044373453,39.178055,-0.801023
7800,/m/02l3_5,/m/02l3_5,film actor film. film performance film,-0.6149803,0.23124552,-43.53084,17.724634
10582,/m/0r89d,/m/0r89d,people person places lived. people place lived location,0.27077514,-0.064282,5.559692,-24.814795
11662,/m/03wjm2,/m/03wjm2,film actor film. film performance film,0.19652732,0.041231215,40.387463,2.4350126
8041,/m/0jfqp,/m/0jfqp,location location contains,0.034571692,0.12982446,-9.996543,-6.360433
7342,/m/05c4fys,/m/05c4fys,sports pro athlete teams. sports sports team roster team,0.31769782,0.17531306,9.882239,-4.197491
12991,/m/03t1s,/m/03t1s,location location contains,0.1955369,-0.30372727,6.047358,-36.64845
282,/m/0bl2g,/m/0bl2g,film actor film. film performance film,-0.66618735,0.10757983,-56.352055,12.367954
1524,/m/0c3kw,/m/0c3kw,award award nominee award nominations. award award nomination award,-0.21050927,0.35191488,-18.372786,21.247274
4820,/m/0gg5qcw,/m/0gg5qcw,film film release date s. film film regional release date film release region,0.4223829,-0.428818,57.15535,-5.175515
3630,/m/06jnvs,/m/06jnvs,award award nominee award nominations. award award nomination award nominee,-0.7933759,0.046799004,-53.94672,19.756016
6625,/m/0k3hn,/m/0k3hn,location hud county place county,0.28069305,-0.016992569,10.2627535,-26.729792
11334,/m/08849,/m/08849,people person profession,-0.14580086,0.3118611,-13.360519,15.033784
3986,/m/05qg6g,/m/05qg6g,award award nominee award nominations. award award nomination award nominee,-0.64385635,0.20619106,-51.425095,14.24877
5016,/m/09bx1k,/m/09bx1k,award award winner awards won. award award honor award winner,-0.27200696,0.32555127,-21.047262,19.965878
10878,/m/018gkb,/m/018gkb,music instrument instrumentalists,-0.54325056,0.15209782,-42.876064,22.419247
9528,/m/034q81,/m/034q81,education educational institution students graduates. education education major field of study,0.29857963,0.16267186,14.235308,-8.273883
6046,/m/018ygt,/m/018ygt,award award nominee award nominations. award award nomination award nominee,-0.87175834,-0.005692363,-59.285442,11.804033
7753,/m/0c8br,/m/0c8br,education educational institution students graduates. education education student,0.027044043,0.2985074,-5.916979,13.469549
9068,/m/0jdr0,/m/0jdr0,film film release date s. film film regional release date film release region,0.4111672,-0.34893483,54.626835,-6.157732
8698,/m/08c6k9,/m/08c6k9,film film other crew. film film crew gig film crew role,0.39265937,-0.023833334,40.18925,-0.16774727
5632,/m/031rq5,/m/031rq5,film film production companies,-0.6530408,-0.7080094,-60.313305,7.003429
6971,/m/03s9v,/m/03s9v,influence influence node influenced by,0.04059024,0.19907069,5.1938553,17.397825
12221,/m/0njdm,/m/0njdm,location location adjoin s. location adjoining relationship adjoins,0.2740243,0.049024045,8.272548,-17.958006
9017,/m/016j2t,/m/016j2t,music instrument instrumentalists,-0.409113,0.31710833,-31.351965,19.791756
5419,/m/031y07,/m/031y07,film actor film. film performance film,-0.14079338,0.31961858,-18.453945,17.817396
5764,/m/03fnnn,/m/03fnnn,soccer football team current roster. soccer football roster position position,0.28731197,0.18186355,16.401802,-1.3175936
11515,/m/03gdf1,/m/03gdf1,education educational institution campus educational institution,0.13663648,0.25850505,7.662838,11.748741
7434,/m/01grr2,/m/01grr2,government legislative session members. government government position held legislative sessions,0.31452906,-0.33874166,44.936558,-16.59187
4438,/m/02xbyr,/m/02xbyr,film film release date s. film film regional release date film release region,0.42028582,-0.22331369,47.127193,-4.706352
5023,/m/07y9ts,/m/07y9ts,award award ceremony awards presented. award award honor award winner,0.19879167,0.018587232,-10.293367,-21.538687
4118,/m/03xp8d5,/m/03xp8d5,award award nominee award nominations. award award nomination award nominee,-0.71636784,0.12135935,-48.615192,14.462814
3777,/m/03lq43,/m/03lq43,award award winner awards won. award award honor award winner,-0.75244004,0.03401941,-58.313663,15.4655485
1976,/m/0pyg6,/m/0pyg6,award award nominee award nominations. award award nomination award,-0.5520955,0.22814447,-41.034798,16.91614
11817,/m/01mylz,/m/01mylz,film actor film. film performance film,-0.14908358,0.30949777,-18.853283,22.687168
3155,/m/02bh9,/m/02bh9,film film music,-0.6849286,0.10703975,-49.493587,23.421436
5169,/m/02jq1,/m/02jq1,music genre artists,-0.6835838,0.05838257,-45.75007,25.848156
1958,/m/02_2v2,/m/02_2v2,award award nominee award nominations. award award nomination award nominee,-0.70395076,0.17329544,-50.409084,14.137409
12171,/m/025rw19,/m/025rw19,food food nutrients. food nutrition fact nutrient,0.07805435,-0.0858691,25.933208,-29.605051
8779,/m/02p86pb,/m/02p86pb,award award category nominees. award award nomination nominated for,0.4198752,-0.1253787,44.343437,1.0626204
12487,/m/0qxzd,/m/0qxzd,government government office category officeholders. government government position held jurisdiction of office,0.21804585,0.22762239,-4.150982,-6.4291987
11307,/m/0349s,/m/0349s,film film language,0.01928784,-0.29694203,-3.5779545,-15.26379
3033,/m/02j8nx,/m/02j8nx,people person profession,-0.09680328,0.2900278,-15.242669,24.514944
3138,/m/0jwmp,/m/0jwmp,film film release date s. film film regional release date film release region,0.3712046,-0.45435736,58.716,-6.0564
3545,/m/063lqs,/m/063lqs,award award winner awards won. award award honor award winner,-0.77106106,-0.17544428,-60.50809,14.379988
12101,/m/0fttg,/m/0fttg,location location contains,0.28618026,-0.10232839,7.7780724,-23.54386
7933,/m/026wlxw,/m/026wlxw,film actor film. film performance film,0.3544231,-0.3361096,52.600056,-1.735984
4530,/m/0315w4,/m/0315w4,film film other crew. film film crew gig film crew role,0.29519767,-0.15293133,46.91298,3.7791448
11871,/m/03yf4d,/m/03yf4d,people person profession,-0.020054847,0.2594481,-9.972157,15.726258
9659,/m/024lt6,/m/024lt6,film film release date s. film film regional release date film release region,0.3989712,-0.38288796,55.877415,-5.005925
12455,/m/01qcx_,/m/01qcx_,people person place of birth,0.39994007,0.0503996,19.175503,-17.072239
8595,/m/01d_4t,/m/01d_4t,people person profession,0.02185534,0.31422567,-6.3520913,18.567623
9777,/m/0xszy,/m/0xszy,location location adjoin s. location adjoining relationship adjoins,0.31294882,0.12510389,5.63926,-15.004172
4636,/m/031x2,/m/031x2,time event locations,0.07091813,0.18147063,-5.559491,3.9144537
1647,/m/01c58j,/m/01c58j,people person profession,-0.2170687,0.30802757,-18.6285,17.49779
3180,/m/03_r_5,/m/03_r_5,soccer football team current roster. soccer football roster position position,0.26808822,0.20588928,12.801575,0.9463079
4853,/m/0149xx,/m/0149xx,award award winner awards won. award award honor award winner,-0.47085553,0.27667993,-35.835,18.535913
3727,/m/0pd6l,/m/0pd6l,film film genre,0.35655278,-0.5829622,64.76278,-7.6882396
5912,/m/08bqy9,/m/08bqy9,people person profession,0.004219517,0.3094948,-11.343194,15.157079
2939,/m/04k3r_,/m/04k3r_,sports sports team colors,0.3313889,0.13554025,5.716647,-3.0585227
4952,/m/025mbn,/m/025mbn,award award category winners. award award honor award winner,-0.6041672,-0.5332383,-28.1806,-26.052734
231,/m/042l3v,/m/042l3v,award award nominee award nominations. award award nomination award,0.0022941679,0.29795456,-7.792478,12.34812
11600,/m/049k4w,/m/049k4w,sports sports team roster. baseball baseball roster position position,0.23159935,-0.03570348,36.708355,4.666578
13686,/m/05ys0ws,/m/05ys0ws,film film film festivals,-0.0072170943,0.15461087,-8.782909,19.51713
2073,/m/04gcd1,/m/04gcd1,people person profession,-0.48027474,0.23865783,-38.359097,16.511822
4494,/m/01fpfn,/m/01fpfn,location country form of government,-0.6731482,-0.9147991,-18.150116,-40.35331
745,/m/0pz7h,/m/0pz7h,award award nominee award nominations. award award nomination award nominee,-0.8082237,0.02114278,-58.503063,19.393517
893,/m/092vkg,/m/092vkg,award award category nominees. award award nomination nominated for,0.37762362,-0.3770105,50.524433,-5.5550413
9066,/m/01rv7x,/m/01rv7x,people ethnicity people,0.0035533458,0.25979525,-8.475731,6.125452
4786,/m/06wm0z,/m/06wm0z,award award nominee award nominations. award award nomination award nominee,-0.76110315,0.08916986,-51.557747,16.079044
11426,/m/03f0qd7,/m/03f0qd7,music genre artists,-0.6316059,0.21263403,-46.03744,16.143929
13637,/m/02mv9b,/m/02mv9b,people person profession,-0.20123744,0.33486682,-21.326431,18.311419
10450,/m/0mlw1,/m/0mlw1,location location adjoin s. location adjoining relationship adjoins,0.456033,-0.1379891,25.272194,-18.797018
12333,/m/047jhq,/m/047jhq,people person profession,0.14071624,0.24363822,-1.2438337,14.880345
8042,/m/01r0t_j,/m/01r0t_j,music artist contribution. music recording contribution performance role,-0.37482983,0.27399033,-33.287354,21.65417
1680,/m/01gq0b,/m/01gq0b,award award nominee award nominations. award award nomination award nominee,-0.7872795,0.07180166,-53.70826,10.606483
200,/m/016clz,/m/016clz,music genre artists,0.37808806,-0.068394125,25.475143,-9.943621
9405,/m/0h95b81,/m/0h95b81,media common netflix genre titles,0.25323898,0.05795324,14.932369,-14.839377
4658,/m/01d0fp,/m/01d0fp,award award nominee award nominations. award award nomination award nominee,-0.6421112,0.15346181,-47.766197,8.873027
7690,/m/0ymb6,/m/0ymb6,location location contains,0.37414223,-0.035606623,16.69571,-25.10159
7843,/m/03j149k,/m/03j149k,award award nominee award nominations. award award nomination award nominee,-0.27048138,0.32670408,-22.911955,14.019988
7216,/m/0lbp_,/m/0lbp_,people deceased person place of burial,0.14390634,0.018729925,-4.386721,-14.254915
5582,/m/013w2r,/m/013w2r,music performance role regular performances. music group membership group,-0.48139548,0.08707267,-40.73721,20.10693
3020,/m/0vzm,/m/0vzm,people person places lived. people place lived location,0.029503241,-0.58237755,-0.38282284,-31.359364
841,/m/01d5z,/m/01d5z,sports professional sports team draft picks. sports sports league draft pick school,0.10874526,0.23789334,1.4945434,5.6132555
4136,/m/0j7v_,/m/0j7v_,organization organization member member of. organization organization membership organization,0.035114422,-0.23397124,-8.661539,-23.700874
7827,/m/0jch5,/m/0jch5,location location adjoin s. location adjoining relationship adjoins,0.30964875,0.12881738,19.598503,4.364972
1869,/m/02zmh5,/m/02zmh5,award award nominee award nominations. award award nomination award nominee,-0.6136281,0.24037421,-44.067516,20.689232
1070,/m/0gjvqm,/m/0gjvqm,award award nominee award nominations. award award nomination award nominee,-0.6977765,0.15695095,-50.407913,11.922605
6565,/m/027rqbx,/m/027rqbx,location location contains,0.31610078,-0.040360987,35.724342,-0.62108284
8056,/m/0697kh,/m/0697kh,award award winner awards won. award award honor award winner,-0.752266,0.07900512,-56.26884,15.5888
1213,/m/04y79_n,/m/04y79_n,award award nominee award nominations. award award nomination award nominee,-0.6910546,0.18142122,-51.92948,9.050586
9453,/m/01wxdn3,/m/01wxdn3,music artist track contributions. music track contribution role,-0.54160875,0.26713133,-30.80339,19.14772
10312,/m/01kt_j,/m/01kt_j,tv tv program regular cast. tv regular tv appearance actor,0.34032673,-0.22552004,46.47328,2.07604
11246,/m/05w1vf,/m/05w1vf,film actor film. film performance film,-0.3763278,0.33373976,-24.85616,22.6891
878,/m/02hxc3j,/m/02hxc3j,film film language,-0.13612458,0.018292546,-17.347069,3.0934956
2485,/m/081_zm,/m/081_zm,film film produced by,-0.3916098,0.30804187,-30.187042,12.054685
2444,/m/06w6_,/m/06w6_,base popstra celebrity friendship. base popstra friendship participant,-0.6406653,0.22157097,-36.710392,8.250635
13289,/m/037n97,/m/037n97,music genre artists,0.15162598,0.24664253,10.739722,6.8660297
9221,/m/0bdg5,/m/0bdg5,people person places lived. people place lived location,0.276657,-0.17404458,20.435852,-24.88477
13866,/m/0gsl0,/m/0gsl0,location location contains,0.30967873,0.16927475,15.875359,-3.5095136
1395,/m/02p21g,/m/02p21g,influence influence node influenced by,-0.5726772,0.22567302,-44.18547,12.355391
4066,/m/0cnl09,/m/0cnl09,award award nominee award nominations. award award nomination award nominee,-0.8010851,-0.086261064,-59.195595,17.317451
1940,/m/01dnws,/m/01dnws,music performance role regular performances. music group membership role,-0.5620261,-1.2513354,-15.981153,-35.817772
9143,/m/0f7hw,/m/0f7hw,film actor film. film performance film,0.42275155,-0.007057488,31.774712,-0.41778037
12524,/m/0ckf6,/m/0ckf6,sports pro athlete teams. sports sports team roster team,0.34828985,0.12174672,6.8308578,-7.6085305
6818,/m/0f67f,/m/0f67f,location location contains,0.3548817,0.063770175,12.8843355,-18.772245
9933,/m/025y9fn,/m/025y9fn,award award nominee award nominations. award award nomination award nominee,-0.51466525,0.2629609,-38.857815,14.704805
9766,/m/09tcg4,/m/09tcg4,film film release date s. film film regional release date film release region,0.45263547,-0.13635585,43.2091,-0.11556028
12955,/m/02b0yz,/m/02b0yz,soccer football team current roster. sports sports team roster position,0.3000424,0.13279325,4.2533045,-4.3239174
10132,/m/06jz0,/m/06jz0,award award nominee award nominations. award award nomination award,-0.47333556,0.27362627,-31.19612,13.910085
3697,/m/01vrkdt,/m/01vrkdt,music genre artists,-0.47113383,0.19221032,-34.796104,24.839794
12708,/m/09hyvp,/m/09hyvp,soccer football team current roster. soccer football roster position position,0.26497376,0.11236185,5.3729944,-7.948339
8561,/m/0grw_,/m/0grw_,award award nominee award nominations. award award nomination award,-0.009595871,0.09145212,-22.233763,-19.039104
13719,/m/01cd7p,/m/01cd7p,award award category winners. award award honor award winner,-0.08945182,0.30727136,-12.812437,10.219102
7381,/m/02f8zw,/m/02f8zw,education educational degree people with this degree. education education institution,0.41995418,0.0090895295,26.58083,-1.0155022
7253,/m/01yvvn,/m/01yvvn,sports sports position players. sports sports team roster team,0.23579933,-0.004263282,41.241028,2.5209002
4871,/m/013d7t,/m/013d7t,people person places lived. people place lived location,0.17996456,0.20480216,2.4736114,17.063925
9642,/m/03yk8z,/m/03yk8z,award award winner awards won. award award honor award winner,-0.6249949,0.17875284,-47.082523,12.442795
7025,/m/031786,/m/031786,film actor film. film performance film,0.42780012,-0.38694662,55.922077,-8.397298
5003,/m/01drsx,/m/01drsx,film film genre,-0.29949397,-0.686923,-15.518735,-42.764038
