entity_raw,entity,degree
/m/079ws,Steve Ditko,19
/m/07q3s,Toledo,4
/m/05ch98,The Jacket,33
/m/01g1lp,Gus Van Sant,50
/m/01r4hry,George S. Clinton,26
/m/02bn75,Alex North,27
/m/04b2qn,Sideways,87
/m/03j1p2n,William Orbit,41
/m/03mp4f,FC Metalurh Donetsk,8
/m/06jcc,Ray Bradbury,30
/m/02g3gw,Saturn Award for Best Writing,36
/m/01vrlqd,Betty Comden,34
/m/0cbn7c,The Maltese Falcon,61
/m/02k5sc,Maroon 5,51
/m/016kb7,F. Murray Abraham,20
/m/087_wh,Dina Pathak,9
/m/0knhk,Scorpions,18
/m/0l14v3,Conch,62
/m/01lqnff,Vinnie Jones,22
/m/01nyl,Central African Republic,37
/m/03g5_y,Dane Cook,27
/m/06bpt_,Groove metal,8
/m/019389,Billy Corgan,38
/m/073hhn,PFC Beroe Stara Zagora,7
/m/051x52f,Emile Kuri,30
/m/0yc7f,Mount Vernon,17
/m/06znpjr,Gulliver's Travels,38
/m/0dwly,Children's literature,8
/m/04jplwp,Nine,59
/m/01hq1,Batman Returns,50
/m/01z9_x,Dr. John,54
/m/0llcx,Witness,45
/m/09306z,58th Academy Awards,40
/m/045m1_,Jesus Christ,12
/m/0l1pj,Van Nuys,13
/m/04z_3pm,Mary and Max,58
/m/0kz1h,Australian dollar,34
/m/014dfn,Speculative fiction,2
/m/0_kq3,Beaufort,9
/m/0fd_1,DeWitt Clinton,19
/m/07kbp5,Georgia Bulldogs football team,40
/m/02n9k,Eleanor Roosevelt,22
/m/0f4hc,Pantothenic acid,20
/m/02rlj20,Bury My Heart at Wounded Knee,32
/m/03k3b,Hawkwind,20
/m/03np63f,The House of Mirth,59
/m/03fnjv,Roda JC Kerkrade,12
/m/08k05y,SV Ried,8
/m/02nvg1,Kellogg School of Management,26
/m/08wjf4,Josh Hutcherson,38
/m/03f3_p3,Nina Simone,26
/m/06t8b,Steven Soderbergh,69
/m/0fpxp,Hollywood Squares,19
/m/04fgzb0,Daytime Emmy Award for Outstanding Game Show Host,19
/m/03kts,"Harry Connick, Jr.",38
/m/0841zn,Lars Hirschfeld,21
/m/01vs73g,Rodney Jerkins,37
/m/03f3yfj,Brandy Norwood,59
/m/02d9nr,Punahou School,16
/m/08zrbl,There Will Be Blood,88
/m/06b19,Queen's University,27
/m/0crvfq,D.W. Moffett,63
/m/01grrf,9th United States Congress,41
/m/0n23_,Licking County,7
/m/0n2m7,Franklin County,9
/m/072r5v,Apocalypto,32
/m/0gl6f,University of Warwick,27
/m/0z20d,Akron,27
/m/01p79b,Bowling Green State University,28
/m/02h3tp,Patrick Swayze,20
/m/0y_pg,Ghost,42
/m/02t_vx,David Paymer,52
/m/03t852,Richard Marx,37
/m/01t8gz,Burnley,6
/m/02hwhyv,Korean Language,24
/m/014bpd,Heavy Metal,27
/m/02r2j8,Dune,23
/m/08jfkw,Austin Pendleton,31
/m/0ggh3,Jacksonville,20
/m/04vn_k,Ternana Calcio,11
/m/01qbjg,Stephen J. Cannell,22
/m/06jtd,Rhineland-Palatinate,15
/m/09ksp,North Rhine-Westphalia,22
/m/025hwq,Revolution Studios,44
/m/04110lv,81st Academy Awards,41
/m/018phr,Martie Maguire,44
/m/048j4l,Fender Precision Bass,10
/m/01qwb5,Tuskegee University,19
/m/0bzjvm,48th Academy Awards,38
/m/03b1l8,The Fabulous Baker Boys,39
/m/06cmd2,Welling United F.C.,8
/m/030tjk,Ian La Frenais,27
/m/01h7xx,30th United States Congress,51
/m/02_fz3,Face/Off,44
/m/0kjgl,Michael Douglas,107
/m/04gcyg,2010,41
/m/0mrs1,Fort Bend County,7
/m/0d1xh,Brazoria County,9
/m/01dbns,University of Adelaide,23
/m/01vt5c_,M.I.A.,41
/m/07rhpg,Lesley Sharp,27
/m/031kyy,Tenjho Tenge,9
/m/0nm6z,Oxford County,10
/m/01l3mk3,Marvin Hamlisch,71
/m/0ws0h,Greenville,8
/m/010v8k,Spokane,17
/m/04__f,Marlon Brando,73
/m/040981l,Vincent Piazza,63
/m/05y8n7,Dance-punk,13
/m/03txms,Donald M. Payne,28
/m/0454s1,Richard Thorpe,8
/m/01z5tr,Debra Messing,48
/m/0l2xl,Santa Clara County,25
/m/054knh,Golden Globe Award for Best Foreign Language Film,73
/m/013rfk,The Cult,20
/m/0f2sx4,I Now Pronounce You Chuck and Larry,53
/m/03cmsqb,All About Steve,34
/m/03fw4y,Yash Chopra,19
/m/0py9b,Dell,25
/m/0ymb6,"St Edmund Hall, Oxford",16
/m/0326tc,Steven Wilson,66
/m/01gsvb,18th United States Congress,60
/m/02chhq,Hilary and Jackie,34
/m/06yykb,Ghost Rider,35
/m/02xnjd,Avi Arad,31
/m/0335fp,Bradley Whitford,58
/m/0k2m6,Ran,37
/m/036nz,Government,24
/m/020h2v,Touchstone Pictures,116
/m/02bj6k,Stanley Tucci,81
/m/016mhd,Billy Elliot-GB,56
/m/0c33pl,Sherri Shepherd,30
/m/0gd9k,Kevin Smith,52
/m/0clzr,County Cork,12
/m/0jtf1,County Waterford,13
/m/0j6cj,Joe Satriani,57
/m/0g57ws5,2011 Berlin International Film Festival,23
/m/015bpl,Star Trek VI: The Undiscovered Country,24
/m/03ljr,House of Commons of the United Kingdom,1
/m/0lwyk,Boise State University,21
/m/05wqr1,William Sanderson,73
/m/0tl6d,Lafayette,6
/m/02rvwt,Hindustani classical music,2
/m/0pj8m,Ravi Shankar,59
/m/04gxf,Lincoln,18
/m/01w1ywm,Richard Hunt,28
/m/01d30f,Teacher-GB,33
/m/05gc0h,Sreenivasan,9
/m/0b4lkx,All the President's Men,64
/m/02qkwl,"I, Robot",34
/m/017g2y,Edward G. Robinson,17
/m/0nj1c,Tuscola County,7
/m/01w9ph_,Jim Morrison,44
/m/0rhp6,Melbourne,12
/m/01t9qj_,Red Skelton,28
/m/0hpyv,Burlington,14
/m/01q7q2,University of Vermont,38
/m/0b06q,Russian Orthodox Church,5
/m/01m42d0,Telly Savalas,24
/m/0172rj,Doom metal,16
/m/01wt4wc,Joey Jordison,44
/m/01mh8zn,Marc Shaiman,40
/m/0214km,Solo,110
/m/0c53vt,27th Academy Awards,40
/m/02yxjs,Northern Illinois University,34
/m/01hvv0,The Fairly OddParents,26
/m/09h4b5,Vanessa Hudgens,46
/m/081l_,Wim Wenders,32
/m/02jyhv,Hayden Panettiere,35
/m/053mhx,London Academy of Music and Dramatic Art,28
/m/02661h,Tony Shalhoub,42
/m/0jpmt,Tobacco smoking,19
/m/05zn92p,TheCoolTV,1
/m/03nsm5x,Seven Pounds,73
/m/0281s1,Sherman Oaks,11
/m/06x2ww,Universal Music Group Nashville,20
/m/01xbxn,Shark Tale,35
/m/08w4pm,The Kinks,24
/m/04f6df0,Into the Storm,32
/m/01738f,Funk metal,20
/m/0xsk8,Bootsy Collins,45
/m/04hhv,Laos,37
/m/0c8br,L. Sprague de Camp,11
/m/095x_,Todd Rundgren,40
/m/0338g8,Craig T. Nelson,22
/m/0jnrk,San Jose Sharks,13
/m/02pby8,Chris O'Donnell,24
/m/0296vv,Legally Blonde,30
/m/03kxp7,Kaley Cuoco,16
/m/029m83,Sydney Pollack,68
/m/02hfp_,Anthony Minghella,53
/m/032md,Fritz Lang,18
/m/018mmw,Forest Lawn Memorial Park,19
/m/04qsdh,Ruby Dee,57
/m/02gnh0,"California State Polytechnic University, Pomona",20
/m/038hg,Green,83
/m/0dw3l,Les Claypool,35
/m/02vcp0,Kim Carnes,53
/m/01c1px,Friz Freleng,24
/m/04mp75,SC Bastia,13
/m/015g1w,Royal Academy,15
/m/032nl2,Drake Bell,32
/m/03ydlnj,The Boat That Rocked,40
/m/0fc1_,Madison County,13
/m/06182p,American Academy of Dramatic Arts,52
/m/0jq2r,Last of the Summer Wine,14
/m/014pg1,Oingo Boingo,39
/m/0drtkx,Golden Globe Award for Best Animated Feature Film,56
/m/06mj4,Red Hot Chili Peppers,54
/m/0sw6g,Hank Azaria,68
/m/04sskp,Merlin,27
/m/01718w,Training Day,56
/m/02xs5v,Brian Cox,47
/m/02633g,Martin Lawrence,34
/m/031k24,David Strathairn,77
/m/01zlwg6,Redlands,9
/m/048tv9,Blade: Trinity,38
/m/04bbpm,Indiana University of Pennsylvania,23
/m/02pv_d,Alexander Payne,59
/m/02mc79,Keenen Ivory Wayans,32
/m/02mc5v,Scary Movie 2,33
/m/01zh29,Shahrukh Khan,41
/m/052_mn,I am Here,33
/m/03nfnx,Shrek the Third,43
/m/026mml,Grammy Award for Best Bluegrass Album,35
/m/08cl7s,Magical Girl Lyrical Nanoha,9
/m/0134wr,Bee Gees,63
/m/04cxw5b,Oklahoma City Thunder,16
/m/09h_q,Igor Stravinsky,32
/m/02l3_5,Cloris Leachman,55
/m/02dgq2,American University of Beirut,18
/m/03bzc7,Dark ambient,7
/m/02cbhg,Cold Mountain,99
/m/0448r,John Milton,34
/m/0n24p,Lake County,9
/m/04xn2m,Bill Condon,40
/m/01xhh5,Korean people,13
/m/01gglm,Any Given Sunday,37
/m/017236,Chongqing,3
/m/02q3bb,Jorja Fox,30
/m/02w29z,Alan Tudyk,39
/m/0100mt,El Paso,16
/m/0brkwj,Drew Goddard,43
/m/02mp0g,University of Wyoming,28
/m/01lj_c,Tony Award for Best Revival of a Musical,17
/m/046rfv,Meena,21
/m/0999q,Malayalam Language,19
/m/01nms7,Jena Malone,35
/m/02p68d,Michael Bolton,33
/m/04s04,Matt Groening,51
/m/03_qrp,Ghana national football team,24
/m/01933d,Jane Wyman,28
/m/04jb97,Anthony Wong,17
/m/0jbn5,Xinjiang,1
/m/02rxrh,Scotland national football team,12
/m/0k_9j,Indiana Jones and the Temple of Doom,46
/m/0jch5,San Juan County,9
/m/02b0yk,Chesterfield F.C.,9
/m/040j2_,Gary Sheffield,15
/m/07147,San Diego Padres,43
/m/04g73n,Chicken Little,38
/m/059fjj,Kyra Sedgwick,30
/m/02mx98,Bill Berry,26
/m/0vfs8,Muskegon,10
/m/07mz77,Udo Kier,12
/m/0dgr5xp,Hundred Flowers Award for Best Actor,12
/m/08cn_n,Joe Berlinger,25
/m/0ft18,Casablanca,44
/m/01rc6f,University of Arkansas,44
/m/01nn79,Samsung Electronics,20
/m/01w_10,Katie Couric,35
/m/01flzq,Hardcore hip hop,25
/m/03j149k,Method Man,32
/m/06q07,Sony Corporation,24
/m/08mh3kd,Semiconductor Manufacture,4
/m/0rql_,West Palm Beach,12
/m/09qftb,55th Golden Globe Awards,43
/m/01dhpj,Daniel Barenboim,37
/m/0bwhdbl,Scream 4,38
/m/02hzz,Devo,26
/m/0q9jk,Taxi,48
/m/025tn92,2008 NBA draft,48
/m/0kjrx,Uma Thurman,89
/m/078mgh,Jeremy Davies,38
/m/0kygv,Cannes,11
/m/0gtx63s,The Lady,51
/m/0161rf,Easy listening,15
/m/09px1w,Akiva Schaffer,46
/m/0kq2,Agnosticism,52
/m/024_41,Grammy Award for Best Orchestral Performance,29
/m/01xmxj,Yeovil Town F.C.,20
/m/01wvxw1,Ben Harper,56
/m/05ll37,Sports commentator-GB,6
/m/0pz04,Dana Carvey,51
/m/078jnn,Rashida Jones,25
/m/01tnxc,Dennis Quaid,98
/m/033pf1,Casper,30
/m/01whg97,Iggy Pop,43
/m/0bzkvd,41st Academy Awards,42
/m/0d6d2,Paul Newman,70
/m/04m2zj,Arjen Anthony Lucassen,32
/m/0czp_,Academy Award for Best Story,37
/m/0lcd,Alps,10
/m/0c31_,Andrzej Wajda,14
/m/046p9,Jamiroquai,47
/m/0fv_t,Columbia,16
/m/01n30p,Ghost World,43
/m/02hy9p,Robert Evans,37
/m/02dlfh,David Spade,53
/m/020x5r,Paul Mazursky,23
/m/0bs8ndx,Super,44
/m/02z3zp,Garry Shandling,42
/m/0b2_xp,Jon Vitti,22
/m/01516r,Melvins,21
/m/0bs1g5r,Bruno Mars,42
/m/01_njt,Sandra Oh,72
/m/06ch55,Jazz piano,25
/m/01vz0g4,The Notorious B.I.G.,40
/m/0181hw,Music Corporation of America,16
/m/0qkcb,Newton,22
/m/06rvn,snare drum,72
/m/0n5c9,Morris County,19
/m/01lfy,Copenhagen,34
/m/0h44w,Mandatory Palestine,5
/m/0gvvm6l,Amour,90
/m/03_f0,Johann Sebastian Bach,21
/m/0n22z,Lucas County,10
/m/01mqnr,Martin Landau,35
/m/07ftc0,Daniel Wu,19
/m/04sqj,Mexico City,24
/m/0888c3,For Your Consideration,49
/m/0418ft,Pam Grier,15
/m/016_v3,Southern hip hop,15
/m/02vwckw,Flo Rida,31
/m/0jnm_,Calgary Flames,10
/m/05jg58,Post-grunge,25
/m/01qz5,Chariots of Fire,51
/m/015l4k,1968 Winter Olympics,36
/m/09_9n,Ski jumping,48
/m/0bsnm,Concordia University,27
/m/0fkhl,Oswego County,16
/m/03z9585,The Tourist,83
/m/0355pl,Football League Championship,33
/m/01dtl,Bristol City F.C.,27
/m/010p3,Adam Carolla,21
/m/06srk,Senegal,43
/m/0193f,Big beat,9
/m/016lmg,The Prodigy,40
/m/0dt1cm,Akon,39
/m/0287xhr,Guangzhou Evergrande Football Club,12
/m/06fq2,Rice University,60
/m/07k51gd,Chris Colfer,63
/m/06sy4c,John Ruddy,23
/m/01zlh5,Dick Clark,28
/m/01f492,Alex Rodriguez,28
/m/05f8c2,SK Sturm Graz,11
/m/04fyhv,Andrew G. Vajna,38
/m/01y8d4,Jerry Siegel,24
/m/02mpb,Edgar Rice Burroughs,30
/m/03gvpk,Gil Kane,11
/m/06cn5,Riga,7
/m/0g7yx,Messina,5
/m/026wlxw,Get Smart,44
/m/04_jsg,Thomas DeLonge,30
/m/01rgn3,Connecticut College,31
/m/04v89z,The Longest Day,43
/m/03m5y9p,W.,42
/m/0jgk3,Broward County,15
/m/0c5x_,"University of California, Irvine",36
/m/037mh8,Philosophy,117
/m/04mlmx,Margot Kidder,21
/m/014xf6,King's College London,32
/m/02qsfzv,Academy of Canadian Cinema and Television Award for Best Achievement in Costume Design,17
/m/027vps,Joseph L. Mankiewicz,35
/m/017lb_,Blondie,31
/m/016cff,Venus Williams,10
/m/0jmcv,Dallas Mavericks,21
/m/0cp9f9,Matthew Weiner,56
/m/02yw1c,Melodic death metal,6
/m/04mx__,Tom Fontana,23
/m/043tg,Jacques Lacan,28
/m/0399p,Gilles Deleuze,29
/m/06_sc3,Resident Evil: Extinction,31
/m/064jjy,Peter Berg,50
/m/042zrm,Friday Night Lights,42
/m/07xyn1,Simon Property Group,16
/m/0bxs_d,54th Primetime Emmy Awards,48
/m/02wbm,Food,2
/m/012gbb,Marlene Dietrich,23
/m/0zqq8,State College,9
/m/03fmw_,FC Banants,11
/m/014d7f,Fluoride,14
/m/09rsr0w,Dalian Aerbin F.C.,8
/m/0y3k9,Niagara Falls,8
/m/027hm_,Charlie Daniels,29
/m/02wk7b,Secrets & Lies,42
/m/03rqww,Caleb Deschanel,27
/m/021_0p,Churches of Christ,36
/m/0cqhb3,Screen Actors Guild Award for Outstanding Performance by a Male Actor in a Drama Series,81
/m/0214m4,Bromley,9
/m/0k3p,Amsterdam,39
/m/06s7rd,Ne-Yo,44
/m/0jvtp,James Mason,26
/m/054nbl,Progressive bluegrass,6
/m/02s_qz,Nathan Fillion,44
/m/029pnn,Tom Arnold,22
/m/05ldxl,A Clockwork Orange,62
/m/0fy59t,13th Academy Awards,34
/m/04_1l0v,Contiguous United States,58
/m/023qfd,Glen A. Larson,12
/m/0342vg,Johnnie To,13
/m/0c1d0,Providence,37
/m/09krp,Hesse,31
/m/02nt75,C.F. Monterrey,15
/m/07q9q2,A.C. Perugia Calcio,8
/m/0234j5,Jackie Brown,36
/m/0p50v,Robert Bolt,30
/m/01j5sd,Gabriel Byrne,35
/m/0j8js,Florida Panthers,6
/m/02rnmb,Navy Blue,51
/m/01mr2g6,Greg Graffin,40
/m/0725ny,Kevin Michael Richardson,23
/m/036dyy,Zach Braff,43
/m/0drc1,Richard Rodgers,38
/m/0n5jm,Burlington County,15
/m/02r858_,The Sweet Hereafter,52
/m/05vtw,Psychiatry,8
/m/0291hr,High Anxiety,26
/m/0hfjk,Western,77
/m/07vfz,"University of California, San Francisco",24
/m/01q_wyj,John 5,27
/m/04gp58p,Rachel Getting Married,32
/m/02p76f9,Interview with the Vampire: The Vampire Chronicles,51
/m/03yrkt,Brittany Snow,34
/m/0l5yl,Jack Benny,29
/m/02x9g_,Montana State University - Bozeman,30
/m/0164w8,Conrad L. Hall,25
/m/05jt_,Nu metal,25
/m/099md,Soldier-GB,27
/m/030vnj,Luke Wilson,42
/m/0cmf0m0,Puss in Boots,71
/m/0g34_,Geelong,4
/m/01722w,Westminster School,13
/m/06yrj6,Tim Kaiser,35
/m/06gn7r,Utpal Dutt,17
/m/0cvw9,Kolkata,37
/m/037ls6,Coconut milk,53
/m/05d1y,Nikola Tesla,23
/m/0d1yn,Graz,5
/m/016ynj,Peter Finch,24
/m/04j14qc,Rent,36
/m/01y998,Pacific War,13
/m/0mb2b,New London,14
/m/01vtg4q,Bo Diddley,34
/m/0xnc3,"Charles, Prince of Wales",11
/m/015nhn,Glenda Jackson,36
/m/04mx7s,Al Jourgensen,45
/m/01vl17,Osamu Tezuka,14
/m/0196pc,Cartoonist,47
/m/02vr7,Elvis Costello,78
/m/02b19t,Burton Albion F.C.,10
/m/02wwsh8,Cannes Jury Prize,22
/m/014l7h,Newsreader-GB,26
/m/07zlqp,TV5,5
/m/0gvsh7l,Homeland,34
/m/0r2kh,Newport Beach,14
/m/0h99n,Attention deficit hyperactivity disorder,28
/m/02_t2t,Rufus Wainwright,27
/m/09cxm4,Little Shop of Horrors,33
/m/01zrq0,Kilmarnock,3
/m/0jfqp,Chapel Hill,16
/m/01r0t_j,Les Fradkin,49
/m/0dhrqx,Ben Sahar,23
/m/0263tn1,Rob James-Collier,65
/m/045xx,Juventus F.C.,17
/m/01fm07,Neo soul,27
/m/02rn_bj,Chris Seefried,42
/m/03h42s4,Return specialist,30
/m/0yx1m,Broadcast News,55
/m/056jm_,Grammy Award for Best Dance/Electronica Album,25
/m/07sbk,The Chemical Brothers,30
/m/0l6wj,Leo McCarey,30
/m/01jllg1,Harry Warren,14
/m/015cqh,Journey,23
/m/01q940,Bertelsmann Music Group,26
/m/0697kh,Damon Lindelof,59
/m/0cj_v7,Derby County F.C.,21
/m/02qnbs,Gerry Conway,8
/m/016fly,Professor-GB,30
/m/01wmjkb,Steven Tyler,50
/m/0mbw0,Margaret Cho,26
/m/0xrz2,Passaic,13
/m/01jfnvd,Glenn Frey,32
/m/016dmx,Colin Wilson,41
/m/050zr4,Virginia Madsen,55
/m/03gyp30,14th Screen Actors Guild Awards,67
/m/02_j8x,Matt Lucas,26
/m/011xg5,A.I. Artificial Intelligence,51
/m/0kcrd,Jefferson County,8
/m/0l1k8,Fife,8
/m/03f7m4h,Barry Manilow,36
/m/028kk_,Music Director,33
/m/01hjy5,Case Western Reserve University,34
/m/01d6jf,June Allyson,22
/m/04qy5,Legion of Merit,4
/m/04rkkv,National Institute of Dramatic Art,17
/m/0456zg,Alfie,35
/m/015ynm,Lilo & Stitch,31
/m/0c2rr7,Houssine Kharja,20
/m/049bp4,A.C. Siena,18
/m/01wg25j,Little Richard,37
/m/0k__z,"California State University, Northridge",48
/m/09d28z,New York Film Critics Circle Award for Best Film,74
/m/05w6cw,Jesse McCartney,28
/m/05z_p6,Mark Robson,13
/m/011ywj,Gosford Park,111
/m/0mn6,Architect,14
/m/02fv3t,Grammy Award for Best Historical Album,22
/m/07ghq,The Terminator,54
/m/024y6w,Jayne Mansfield,18
/m/0cg2cj,FC Aarau,8
/m/0bs8hvm,Germany in Autumn,28
/m/023361,Jerry Goldsmith,61
/m/0q9zc,Larry David,72
/m/06hgym,Shawn Pyfrom,49
/m/0ds2l81,Big Miracle,58
/m/07fb6,Tonga,24
/m/02g5q1,Mortal Kombat: Annihilation,18
/m/09r_wb,Shriya Saran,14
/m/0h2zvzr,Midnight's Children,31
/m/0mb5x,Harold Pinter,51
/m/04xfb,Mahatma Gandhi,25
/m/015k7,Gautama Buddha,11
/m/01skxk,Jangle pop,13
/m/016ybr,Power pop,35
/m/019lvv,Sport Club Corinthians Paulista,15
/m/0q9t7,Steven Wright,23
/m/0683n,Paul Auster,43
/m/07ym0,Voltaire,26
/m/01693z,Stevie Ray Vaughan,25
/m/04gmlt,DreamWorks Records,15
/m/01jkqfz,Asleep at the Wheel,44
/m/05d6q1,IFC Films,23
/m/069d68,Bob Bryan,9
/m/03nymk,American Dad!,24
/m/0315rp,The Lost World: Jurassic Park,49
/m/028dcg,Bachelor of Fine Arts,84
/m/017yxq,Tom Green,32
/m/04v9wn,FC Krylia Sovetov Samara,13
/m/057bc6m,Ray Moyer,56
/m/0523v5y,Van Nest Polglase,13
/m/03wjb7,Robyn Hitchcock,20
/m/0nk72,Hannah Arendt,36
/m/04s0m,Metaphysics,18
/m/03_lsr,Panama national football team,12
/m/0n8_m93,85th Academy Awards,48
/m/0kb3n,Mario Puzo,41
/m/03ncb2,Grammy Award for Best Contemporary Jazz Album,29
/m/0170yd,Affliction,36
/m/033smt,Technical Director,54
/m/01ccr8,Bernadette Peters,26
/m/02kc4sf,Oleic acid,20
/m/0gy30w,30 Days of Night,26
/m/09thp87,Gethin Creagh,30
/m/086m1,War of 1812,13
/m/01hnp,British Empire,5
/m/02ln1,Edmund Husserl,29
/m/02002f,Sinhala Language,5
/m/06m_5,Sri Lanka,51
/m/0193fp,Gifu Prefecture,4
/m/0myhb,Warren County,12
/m/0kftt,Julie Andrews,52
/m/027n4zv,Rich Sommer,58
/m/0690ct,Le Mans FC,9
/m/025jbj,Vincente Minnelli,19
/m/021996,San José State University,48
/m/0fw4v,San Juan,19
/m/01lf293,"Blood, Sweat & Tears",35
/m/0ct9_,Michel Foucault,31
/m/022yb4,Jimmy Smits,72
/m/06qgjh,James Hong,23
/m/06bng,Robert A. Heinlein,34
/m/02lv2v,Pace University,35
/m/0fx2s,Tragedy,30
/m/02cbg0,House of Sand and Fog,39
/m/012bk,Ariel Sharon,15
/m/03cvvlg,Doubt,59
/m/01rcmg,Brad Garrett,49
/m/059j1m,David Koechner,24
/m/0c1fs,D. H. Lawrence,24
/m/02kcv4x,Linoleic acid,20
/m/02ywwy,The Avengers,39
/m/045qmr,Digimon Adventure,15
/m/0btpx,Sharon Stone,111
/m/03shpq,The Manchurian Candidate,39
/m/0fczy,Niagara County,8
/m/0r3tb,Palm Desert,13
/m/02k1b,Ecuador,67
/m/0h953,Fred Astaire,28
/m/0chrx,Omaha,39
/m/06hgj,Robert Anton Wilson,24
/m/01kkk4,New England Revolution,12
/m/03zrc_,South Africa national football team,22
/m/01xbp7,Kaizer Chiefs F.C.,9
/m/02k1pr,The Poseidon Adventure,38
/m/034xyf,Thoroughly Modern Millie,38
/m/02f777,MTV Video Music Award for Best Electronic Dance Music Video,49
/m/02py7pj,Screen Actors Guild Life Achievement Award,51
/m/063_t,Peter Sellers,37
/m/01lbcqx,Casino Royale,31
/m/03y2kr,Samuel Z. Arkoff,13
/m/04cnp4,Claremont Graduate University,22
/m/03_jhh,Shanachie Records,4
/m/05dfy_,Street Fighter II: The Animated Movie,14
/m/04f6hhm,Sons of Anarchy,20
/m/0gf28,Parody,76
/m/0nbwf,Long Beach,38
/m/027rfxc,Dorothy Spencer,7
/m/013n2h,Midland,15
/m/0cp0t91,On the Road,70
/m/0k57l,Roscoe Arbuckle,12
/m/0gyy0,Walter Matthau,31
/m/01dc0c,Seven,47
/m/05p7tx,Milan Conservatory,10
/m/012201,Nino Rota,38
/m/078mm1,The Cassandra Crossing,44
/m/0bzjgq,49th Academy Awards,37
/m/01hx2t,Oregon State University,39
/m/03y3dk,Carlo Ponti,17
/m/07ffjc,Melodic hardcore,7
/m/02clgg,Wayne Knight,25
/m/059g4,North America-US,70
/m/02czd5,Mad About You,43
/m/0f13b,Leonard Nimoy,38
/m/0f3m1,Star Wars Episode V: The Empire Strikes Back,59
/m/014yzm,Choline,18
/m/012vm6,The Moody Blues,21
/m/01cl0d,A&M Records,47
/m/06rgq,Sheryl Crow,100
/m/01nr36,Tim Robbins,65
/m/087vnr5,The Other Guys,36
/m/05f3q,Nobel Peace Prize,11
/m/051cc,"Martin Luther King, Jr.",26
/m/0ds5_72,The Muppets,50
/m/0cvkv5,Volver,42
/m/01l_w0,The Guess Who,21
/m/09j9h,Engineer-GB,19
/m/02r6gw6,2007 Major League Baseball Draft,37
/m/0gx1673,54th Annual Grammy Awards-US,87
/m/03wj4r8,Cadillac Records,38
/m/05314s,Province of Cagliari,5
/m/0glyyw,Bruce Berman,37
/m/049d_,Sporting Kansas City,13
/m/02fm4d,"Grammy Award for Best Southern, Country or Bluegrass Gospel Album",25
/m/05fly,New South Wales,33
/m/04zwc,Macquarie University,16
/m/01zwy,Carl Sagan,43
/m/02rhfsc,Alex Graves,26
/m/02wd48,Alan Thicke,13
/m/03zrhb,South Korea national football team,29
/m/0420td,Suwon Samsung Bluewings,14
/m/02y0yt,Gilbert Gottfried,19
/m/023vwt,Sialkot,5
/m/096cw_,FC Barcelona B,12
/m/0fbtm7,UCLA Bruins football,39
/m/0285r5d,2007 Major League Baseball season,30
/m/037h1k,Rough Trade Records,6
/m/02m92h,Bob Odenkirk,27
/m/01z9v6,Pitcher,69
/m/01v3x8,Fukuoka SoftBank Hawks,9
/m/08xwck,David Shore,24
/m/0c58k,Diabetes mellitus,33
/m/01hbgs,Old age,27
/m/019n9w,Pomona College,39
/m/04v048,Richard Fleischer,13
/m/0b_6v_,1992 NCAA Men's Division I Basketball Tournament,27
/m/091tgz,Kansas Jayhawks Men's Basketball,33
/m/025ygws,2003 Major League Baseball season,29
/m/02wmbg,Rajnikanth,18
/m/055qm,Marathi Language,11
/m/05yzt_,Carmine Coppola,35
/m/05zr0xl,Modern Family,64
/m/0c4xc,Sitcom,51
/m/07jrjb,Tom Werner,22
/m/016tvq,The Cosby Show,32
/m/02029f,Wigan Athletic F.C.,20
/m/026ssfj,New York University Stern School of Business,22
/m/01w9mnm,David Sylvian,29
/m/06hhp,Royal Navy,6
/m/0jnpc,Anaheim Ducks,7
/m/09th87,2006 NBA draft,42
/m/01934k,Loretta Young,37
/m/070yzk,Justin Theroux,52
/m/02c0mv,Phil Collinson,12
/m/0mmr1,Grays Harbor County,6
/m/0mm0p,Lewis County,9
/m/06vdh8,Lucien Ballard,9
/m/018h8j,Oldham,3
/m/04k3jt,Gambia national football team,14
/m/03pc89,MASH,44
/m/0nvd8,Lake County,15
/m/0sbbq,Waukegan,13
/m/0fkwzs,Phineas and Ferb,29
/m/04qk12,Vanity Fair,34
/m/01wqflx,Eddie Vedder,40
/m/060__7,Snow Falling on Cedars,43
/m/027jk,Djibouti,40
/m/05cl8y,Koch Entertainment,17
/m/02y7sr,Duff McKagan,33
/m/0k1dw,Party game,1
/m/0gzlb9,Battlefield Earth,54
/m/0gdhhy,Mark Damon,13
/m/01d8wq,Southend-on-Sea,9
/m/05q2c,Occidental College,33
/m/0djywgn,Rowan Atkinson,58
/m/02cff1,Gina McKee,22
/m/050_qx,David Rasche,32
/m/07fr_,Turks and Caicos Islands,13
/m/04jpg2p,Alice in Wonderland,81
/m/0p17j,Tori Spelling,27
/m/027d5g5,Tonino Guerra,14
/m/033rq,Federico Fellini,33
/m/02mpyh,The Talented Mr. Ripley,83
/m/0qmfz,Atlantic City,48
/m/0gtgp6,Michael O'Neill,20
/m/05xf75,Tom Hardy,30
/m/0pk1p,Hudson Hawk,37
/m/01vs4f3,Syd Barrett,45
/m/0hhggmy,Taken 2,66
/m/024qqx,Blockbuster,85
/m/03h2p5,Gene Colan,9
/m/031x_3,Jessye Norman,40
/m/01f1jf,1964 Winter Olympics,37
